Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
511,Lance Stephenson\stephla01,SF,31,ATL,6,0,11.7,0.8,2.2,.385,0.0,0.5,.000,0.8,1.7,.500,.385,0.2,0.3,.500,0.2,2.3,2.5,1.8,0.0,0.0,0.7,1.3,1.8
511,Lance Stephenson\stephla01,SG,31,IND,28,1,19.3,3.7,8.2,.452,0.6,2.4,.258,3.1,5.9,.530,.489,1.5,1.9,.759,0.4,2.6,2.9,3.8,0.6,0.1,1.7,2.2,9.5
512,Lamar Stevens\stevela01,PF,24,CLE,50,10,14.2,2.0,4.3,.468,0.3,1.0,.286,1.7,3.3,.521,.500,0.6,0.9,.652,0.6,1.6,2.2,0.6,0.4,0.3,0.6,1.5,4.9
513,Isaiah Stewart\stewais01,C,20,DET,58,58,25.7,3.5,6.9,.509,0.1,0.4,.160,3.4,6.5,.532,.514,1.0,1.5,.686,3.2,5.2,8.4,1.1,0.3,1.2,1.3,3.0,8.1
514,Max Strus\strusma01,SF,25,MIA,57,10,23.1,3.7,8.3,.442,2.6,6.5,.410,1.0,1.9,.551,.601,0.7,0.9,.776,0.4,2.7,3.1,1.3,0.4,0.2,0.8,1.7,10.7
515,Jalen Suggs\suggsja01,PG,20,ORL,46,43,27.7,4.2,11.7,.361,0.9,4.1,.216,3.3,7.5,.441,.399,2.7,3.5,.773,0.6,3.1,3.7,4.4,1.2,0.4,3.0,3.0,12.1
516,Craig Sword\swordcr01,SG,28,WAS,3,0,6.3,1.0,1.3,.750,0.0,0.3,.000,1.0,1.0,1.000,.750,0.0,0.0,,0.0,0.0,0.0,0.3,1.3,0.0,0.3,2.3,2.0
517,Keifer Sykes\sykeske01,PG,28,IND,26,10,17.5,2.1,5.8,.355,0.8,2.8,.292,1.3,3.1,.413,.424,0.5,0.6,.875,0.3,1.3,1.6,2.0,0.3,0.2,1.0,1.5,5.5
518,Jae'Sean Tate\tateja01,SF,26,HOU,65,64,26.9,4.8,9.5,.508,0.8,2.7,.301,4.0,6.9,.588,.550,1.8,2.6,.707,1.7,3.8,5.5,3.0,0.9,0.6,1.9,3.7,12.3
519,Jayson Tatum\tatumja01,SF,23,BOS,66,66,36.4,9.2,21.0,.439,2.9,8.6,.337,6.3,12.4,.510,.508,5.4,6.3,.854,1.2,7.1,8.3,4.2,1.0,0.7,2.8,2.4,26.7
520,Terry Taylor\taylote01,SG,22,IND,21,3,18.3,3.8,6.0,.635,0.2,0.7,.357,3.6,5.3,.670,.655,0.8,1.2,.654,2.8,2.8,5.6,1.2,0.1,0.2,0.5,1.6,8.7
521,Garrett Temple\templga01,SG,35,NOP,56,16,18.9,1.9,5.0,.383,1.0,3.1,.320,0.9,1.9,.486,.482,0.5,0.7,.683,0.5,2.0,2.5,1.3,0.8,0.4,0.7,1.4,5.4
522,Emanuel Terry\terryem01,PF,25,PHO,3,0,6.0,0.0,1.7,.000,0.0,0.0,,0.0,1.7,.000,.000,0.0,0.0,,2.7,2.3,5.0,0.7,0.3,0.0,1.7,1.3,0.0
523,Tyrell Terry\terryty01,PG,21,MEM,2,0,1.5,0.5,0.5,1.000,0.0,0.0,,0.5,0.5,1.000,1.000,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0
524,Jon Teske\teskejo01,C,24,MEM,3,0,2.7,0.0,0.3,.000,0.0,0.0,,0.0,0.3,.000,.000,0.0,0.7,.000,0.0,0.7,0.7,0.3,0.3,0.0,0.0,0.3,0.0
525,Daniel Theis\theisda01,C,29,TOT,35,21,19.7,2.7,5.6,.482,0.7,2.4,.294,2.0,3.2,.625,.546,1.0,1.5,.648,1.1,3.7,4.7,0.8,0.4,0.7,1.0,2.3,7.1
525,Daniel Theis\theisda01,C,29,HOU,26,21,22.5,3.2,6.9,.469,0.9,3.0,.291,2.3,3.8,.610,.534,1.0,1.5,.675,1.2,3.8,5.0,0.8,0.4,0.7,1.2,2.4,8.4
525,Daniel Theis\theisda01,C,29,BOS,9,0,11.9,1.2,2.0,.611,0.2,0.7,.333,1.0,1.3,.750,.667,0.9,1.6,.571,0.6,3.3,3.9,0.9,0.2,0.9,0.6,1.9,3.6
526,Brodric Thomas\thomabr01,SG,25,BOS,9,0,4.9,0.6,1.4,.385,0.1,0.8,.143,0.4,0.7,.667,.423,0.2,0.4,.500,0.2,0.4,0.7,0.7,0.0,0.1,0.4,0.7,1.4
527,Cam Thomas\thomaca02,SG,20,BRK,58,2,18.4,3.5,8.1,.434,0.8,2.9,.271,2.7,5.2,.523,.482,1.3,1.5,.831,0.2,2.2,2.4,1.3,0.5,0.1,0.9,1.0,9.1
528,Isaiah Thomas\thomais02,PG,32,TOT,10,1,18.0,3.0,8.4,.357,1.5,4.6,.326,1.5,3.8,.395,.446,1.1,1.4,.786,0.3,1.3,1.6,2.1,0.3,0.3,0.7,1.5,8.6
528,Isaiah Thomas\thomais02,PG,32,LAL,4,1,25.3,3.0,9.8,.308,1.3,5.5,.227,1.8,4.3,.412,.372,2.0,2.8,.727,0.3,1.8,2.0,1.5,0.0,0.5,1.3,3.0,9.3
528,Isaiah Thomas\thomais02,PG,32,DAL,1,0,13.0,3.0,8.0,.375,0.0,3.0,.000,3.0,5.0,.600,.375,0.0,0.0,,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,6.0
528,Isaiah Thomas\thomais02,PG,32,CHO,5,0,13.2,3.0,7.4,.405,2.0,4.2,.476,1.0,3.2,.313,.541,0.6,0.6,1.000,0.4,1.2,1.6,2.2,0.6,0.2,0.4,0.6,8.6
529,Matt Thomas\thomama02,SG,27,CHI,38,0,11.9,1.4,3.4,.400,0.9,2.3,.375,0.5,1.1,.452,.527,0.4,0.5,.800,0.1,1.2,1.3,0.5,0.2,0.1,0.2,0.5,4.0
530,Klay Thompson\thompkl01,SG,31,GSW,24,24,27.3,6.7,16.2,.412,2.9,8.2,.355,3.8,8.0,.471,.503,1.6,1.8,.905,0.5,3.5,4.0,2.8,0.5,0.7,1.3,1.5,17.8
531,Tristan Thompson\thomptr01,PF,30,TOT,44,5,16.0,2.5,4.8,.524,0.0,0.0,.500,2.5,4.7,.524,.526,1.2,2.2,.537,2.1,3.0,5.2,0.6,0.4,0.4,0.9,1.9,6.2
531,Tristan Thompson\thomptr01,PF,30,SAC,30,3,15.2,2.5,5.0,.503,0.0,0.0,1.000,2.5,5.0,.500,.507,1.1,2.0,.533,2.4,3.0,5.4,0.6,0.4,0.4,1.0,1.7,6.2
531,Tristan Thompson\thomptr01,PF,30,IND,4,0,16.5,3.3,6.0,.542,0.0,0.0,,3.3,6.0,.542,.542,0.8,2.0,.375,1.8,2.8,4.5,0.5,0.0,0.5,1.0,1.8,7.3
531,Tristan Thompson\thomptr01,PF,30,CHI,10,2,18.1,2.1,3.5,.600,0.0,0.1,.000,2.1,3.4,.618,.600,1.6,2.7,.593,1.4,3.4,4.8,0.5,0.8,0.2,0.7,2.5,5.8
532,JT Thor\thorjt01,PF,19,CHO,27,0,8.9,0.9,2.0,.453,0.3,1.0,.269,0.6,1.0,.630,.519,0.4,0.5,.714,0.4,1.0,1.4,0.7,0.3,0.4,0.3,0.9,2.4
533,Matisse Thybulle\thybuma01,SG,24,PHI,53,38,25.9,2.3,4.7,.482,0.7,2.3,.290,1.6,2.4,.669,.554,0.4,0.6,.742,0.6,1.8,2.4,1.1,1.7,1.1,0.7,2.4,5.7
534,Killian Tillie\tilliki02,C,23,MEM,36,3,12.8,1.2,3.5,.339,0.8,2.4,.314,0.4,1.1,.390,.445,0.1,0.2,.625,0.6,1.1,1.7,0.6,0.6,0.4,0.4,1.6,3.3
535,Xavier Tillman Sr.\tillmxa01,PF,23,MEM,43,0,12.3,1.7,3.7,.460,0.2,0.9,.237,1.5,2.9,.528,.488,0.7,1.1,.646,1.1,1.7,2.7,0.9,1.0,0.3,0.7,1.2,4.4
536,Isaiah Todd\toddis01,PF,20,WAS,10,0,4.1,0.5,1.7,.294,0.4,1.1,.364,0.1,0.6,.167,.412,0.2,0.6,.333,0.2,0.8,1.0,0.3,0.2,0.2,0.1,0.1,1.6
537,Obi Toppin\toppiob01,PF,23,NYK,59,2,14.9,2.8,5.5,.512,0.4,1.8,.238,2.4,3.7,.643,.551,1.2,1.6,.739,0.9,2.6,3.5,0.9,0.3,0.4,0.7,1.3,7.2
538,Juan Toscano-Anderson\toscaju01,SF,28,GSW,67,6,13.9,1.6,3.3,.487,0.4,1.3,.310,1.2,2.1,.593,.545,0.6,1.0,.571,0.4,2.1,2.5,1.8,0.7,0.2,0.9,1.6,4.2
539,Karl-Anthony Towns\townska01,C,26,MIN,64,64,33.5,8.8,16.5,.529,2.0,5.0,.408,6.7,11.5,.582,.591,5.4,6.5,.825,2.6,7.2,9.9,3.7,1.0,1.2,3.1,3.6,24.9
540,Gary Trent Jr.\trentga02,SG,23,TOR,60,59,34.7,6.4,15.5,.410,3.0,8.0,.377,3.4,7.5,.445,.506,2.4,2.9,.838,0.4,2.4,2.8,2.0,1.8,0.3,1.0,2.1,18.1
541,P.J. Tucker\tuckepj01,PF,36,MIA,62,61,28.2,3.1,6.3,.490,1.2,2.9,.430,1.8,3.4,.541,.589,0.6,0.9,.714,1.5,4.0,5.5,2.1,0.8,0.2,1.0,2.4,8.0
542,Rayjon Tucker\tuckera01,SG,24,DEN,3,0,9.7,0.3,0.7,.500,0.3,0.7,.500,0.0,0.0,,.750,1.0,1.3,.750,0.3,1.0,1.3,1.3,0.3,0.0,0.0,1.0,2.0
543,Myles Turner\turnemy01,C,25,IND,42,42,29.4,4.8,9.4,.509,1.5,4.4,.333,3.3,5.0,.662,.587,1.9,2.5,.752,1.5,5.5,7.1,1.0,0.7,2.8,1.3,2.8,12.9
544,Jonas Valančiūnas\valanjo01,C,29,NOP,63,63,30.7,6.9,12.9,.536,0.8,2.3,.361,6.1,10.7,.574,.568,3.2,3.9,.822,3.1,8.3,11.4,2.5,0.5,0.9,2.4,3.3,17.9
545,Denzel Valentine\valende01,SG,28,TOT,24,0,9.3,1.0,2.8,.379,0.8,2.0,.404,0.3,0.8,.316,.523,0.0,0.0,,0.4,1.4,1.8,0.5,0.3,0.0,0.5,0.8,2.9
545,Denzel Valentine\valende01,SG,28,CLE,22,0,9.3,1.0,2.8,.371,0.8,2.0,.409,0.2,0.8,.278,.516,0.0,0.0,,0.4,1.3,1.7,0.5,0.3,0.0,0.5,0.8,2.9
545,Denzel Valentine\valende01,SG,28,UTA,2,0,9.0,1.0,2.0,.500,0.5,1.5,.333,0.5,0.5,1.000,.625,0.0,0.0,,0.0,2.0,2.0,0.0,0.5,0.0,1.0,1.5,2.5
546,Jarred Vanderbilt\vandeja01,PF,22,MIN,63,56,25.8,2.9,4.9,.586,0.0,0.2,.167,2.8,4.7,.603,.589,1.1,1.7,.648,3.0,5.7,8.7,1.4,1.4,0.7,1.0,2.5,6.9
547,Fred VanVleet\vanvlfr01,PG,27,TOR,56,56,38.1,7.0,17.1,.411,3.9,10.0,.390,3.1,7.1,.441,.525,3.1,3.6,.870,0.7,3.9,4.6,6.7,1.6,0.5,2.7,2.4,21.1
548,Devin Vassell\vassede01,SF,21,SAS,61,22,26.7,4.5,10.5,.429,1.8,5.1,.344,2.7,5.4,.511,.513,0.9,1.1,.814,0.6,3.7,4.3,1.8,1.0,0.7,0.8,2.0,11.7
549,Gabe Vincent\vincega01,PG,25,MIA,61,25,23.8,3.3,7.8,.420,1.8,4.9,.368,1.5,2.9,.508,.536,0.7,0.9,.808,0.4,1.6,1.9,3.2,1.0,0.2,1.5,2.3,9.0
550,Nikola Vučević\vucevni01,C,31,CHI,61,61,33.6,7.6,16.1,.474,1.4,4.7,.304,6.2,11.4,.545,.519,1.2,1.6,.760,1.9,9.5,11.5,3.4,1.0,1.1,1.9,2.5,18.0
551,Dean Wade\wadede01,PF,25,CLE,51,28,19.2,1.9,4.3,.456,1.0,2.8,.359,0.9,1.5,.640,.574,0.4,0.6,.667,0.6,2.3,2.9,1.0,0.6,0.1,0.3,1.7,5.3
552,Franz Wagner\wagnefr01,SF,20,ORL,70,70,31.6,5.8,12.5,.463,1.3,3.6,.361,4.5,9.0,.504,.515,2.4,2.8,.851,1.1,3.6,4.6,2.9,0.9,0.4,1.6,2.1,15.3
553,Moritz Wagner\wagnemo01,C,24,ORL,51,0,13.3,2.9,5.8,.500,1.0,2.9,.336,1.9,2.9,.662,.583,1.6,2.0,.804,0.6,2.5,3.0,1.2,0.3,0.2,0.8,1.8,8.3
554,Ish Wainright\wainris01,PF,27,PHO,38,0,7.3,0.7,1.9,.347,0.3,1.1,.268,0.4,0.8,.452,.424,0.1,0.3,.500,0.5,0.6,1.1,0.3,0.3,0.2,0.3,1.1,1.7
555,Kemba Walker\walkeke02,PG,31,NYK,37,37,25.6,4.0,10.0,.403,2.0,5.4,.367,2.1,4.6,.444,.501,1.6,1.9,.845,0.4,2.6,3.0,3.5,0.7,0.2,1.3,1.0,11.6
556,Lonnie Walker IV\walkelo01,SG,23,SAS,64,6,23.4,4.6,11.2,.408,1.6,5.1,.318,3.0,6.1,.483,.480,1.7,2.1,.779,0.3,2.3,2.6,2.2,0.6,0.3,1.0,1.5,12.4
557,M.J. Walker\walkemj01,SG,23,PHO,2,0,4.0,0.0,2.0,.000,0.0,1.0,.000,0.0,1.0,.000,.000,0.0,0.0,,0.0,0.5,0.5,0.5,1.0,0.0,0.0,0.5,0.0
558,Tyrone Wallace\wallaty01,SG,27,NOP,2,0,18.0,2.0,4.5,.444,0.5,1.0,.500,1.5,3.5,.429,.500,0.5,2.5,.200,0.0,2.0,2.0,0.0,0.0,0.5,0.0,2.0,5.0
559,Derrick Walton\waltode01,PG,26,DET,3,3,36.0,2.0,8.7,.231,1.0,4.3,.231,1.0,4.3,.231,.288,1.3,1.3,1.000,0.7,2.7,3.3,7.0,2.3,1.3,3.7,2.7,6.3
560,Brad Wanamaker\wanambr01,PG,32,TOT,23,2,13.9,1.2,3.3,.364,0.2,0.7,.235,1.0,2.6,.400,.390,1.0,1.1,.920,0.3,1.4,1.7,2.4,0.3,0.3,1.0,2.0,3.6
560,Brad Wanamaker\wanambr01,PG,32,IND,22,1,13.3,1.2,3.3,.361,0.2,0.8,.235,1.0,2.5,.400,.389,0.9,1.0,.909,0.3,1.3,1.6,2.2,0.2,0.3,1.0,1.9,3.5
560,Brad Wanamaker\wanambr01,PG,32,WAS,1,1,27.0,2.0,5.0,.400,0.0,0.0,,2.0,5.0,.400,.400,3.0,3.0,1.000,0.0,4.0,4.0,7.0,2.0,0.0,0.0,3.0,7.0
561,Duane Washington Jr.\washidu02,PG,21,IND,38,7,19.9,3.5,8.7,.401,1.7,4.4,.375,1.8,4.3,.427,.495,0.8,1.1,.762,0.1,1.7,1.7,1.8,0.5,0.1,1.2,1.3,9.5
562,P.J. Washington\washipj01,PF,23,CHO,53,16,26.5,3.7,8.1,.453,1.8,4.8,.366,1.9,3.2,.585,.563,1.0,1.4,.708,1.3,4.1,5.4,2.1,0.9,0.9,1.3,2.3,10.1
563,Yuta Watanabe\watanyu01,SF,27,TOR,32,4,12.6,1.6,3.8,.421,0.8,2.1,.382,0.8,1.7,.472,.529,0.6,1.1,.571,0.6,2.0,2.5,0.6,0.3,0.5,0.6,1.1,4.6
564,Lindy Waters III\waterli01,SG,24,OKC,14,1,16.6,2.1,5.4,.382,1.4,4.6,.292,0.7,0.8,.909,.507,0.0,0.0,,0.0,2.4,2.4,0.7,0.6,0.4,0.2,1.1,5.5
565,Tremont Waters\watertr01,PG,24,TOT,3,0,16.7,1.3,4.7,.286,0.7,3.0,.222,0.7,1.7,.400,.357,0.0,0.0,,0.0,1.3,1.3,2.3,1.7,0.0,1.3,1.3,3.3
565,Tremont Waters\watertr01,PG,24,TOR,2,0,21.0,1.5,6.0,.250,1.0,4.5,.222,0.5,1.5,.333,.333,0.0,0.0,,0.0,2.0,2.0,3.5,2.0,0.0,2.0,1.0,4.0
565,Tremont Waters\watertr01,PG,24,WAS,1,0,8.0,1.0,2.0,.500,0.0,0.0,,1.0,2.0,.500,.500,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0
566,Trendon Watford\watfotr01,SF,21,POR,42,4,16.4,2.6,4.8,.532,0.2,0.7,.241,2.4,4.1,.580,.549,1.4,1.8,.787,1.0,2.9,4.0,1.4,0.4,0.5,0.7,2.2,6.7
567,Paul Watson\watsopa01,SF,27,OKC,9,3,17.3,1.3,3.9,.343,0.7,2.9,.231,0.7,1.0,.667,.429,0.1,0.2,.500,0.3,2.7,3.0,0.9,0.3,0.3,0.4,1.1,3.4
568,Quinndary Weatherspoon\weathqu01,SG,25,GSW,9,0,7.6,1.3,2.2,.600,0.1,0.4,.250,1.2,1.8,.688,.625,0.6,0.6,1.000,0.2,1.3,1.6,0.4,0.1,0.1,0.3,1.7,3.3
569,Russell Westbrook\westbru01,PG,33,LAL,68,68,34.3,6.8,15.7,.432,0.9,3.3,.277,5.9,12.4,.474,.462,3.5,5.2,.670,1.4,6.0,7.4,7.0,1.0,0.3,3.8,3.0,17.9
570,Coby White\whiteco01,PG,21,CHI,49,16,28.1,4.8,10.8,.447,2.3,5.9,.399,2.5,4.9,.504,.556,1.4,1.7,.852,0.3,2.8,3.1,3.0,0.4,0.2,1.1,2.2,13.4
571,Derrick White\whitede01,SG,27,TOT,63,49,29.2,4.6,11.1,.418,1.5,5.1,.297,3.1,6.0,.520,.486,2.6,3.1,.860,0.5,3.0,3.5,5.0,1.0,0.9,1.6,2.3,13.4
571,Derrick White\whitede01,SG,27,SAS,49,48,30.3,5.0,11.6,.426,1.7,5.3,.314,3.3,6.4,.519,.497,2.8,3.3,.869,0.5,3.0,3.5,5.6,1.0,0.9,1.8,2.4,14.4
571,Derrick White\whitede01,SG,27,BOS,14,1,25.4,3.5,9.2,.380,1.0,4.4,.226,2.5,4.8,.522,.434,1.9,2.4,.818,0.6,2.8,3.4,3.0,0.9,0.9,1.0,2.1,9.9
572,Hassan Whiteside\whiteha01,C,32,UTA,57,8,18.2,3.4,5.2,.649,0.0,0.0,,3.4,5.2,.649,.649,1.6,2.5,.622,2.5,5.3,7.8,0.4,0.4,1.5,0.9,2.9,8.3
573,Joe Wieskamp\wieskjo01,SG,22,SAS,20,0,5.4,0.7,1.6,.406,0.4,1.1,.364,0.3,0.5,.500,.531,0.2,0.4,.429,0.2,0.3,0.4,0.3,0.2,0.1,0.1,0.4,1.9
574,Aaron Wiggins\wiggiaa01,SG,23,OKC,41,27,23.3,2.8,6.1,.464,0.9,2.7,.321,2.0,3.4,.574,.534,1.0,1.3,.709,1.0,2.6,3.6,1.1,0.7,0.2,0.9,2.0,7.5
575,Andrew Wiggins\wiggian01,SF,26,GSW,62,62,31.8,6.6,14.0,.470,2.2,5.5,.401,4.4,8.5,.515,.549,1.9,3.0,.630,1.1,3.3,4.4,2.3,1.1,0.8,1.5,2.1,17.3
576,Lindell Wigginton\wiggili01,PG,23,MIL,15,0,8.1,1.0,2.1,.469,0.5,1.0,.467,0.5,1.1,.471,.578,0.7,1.2,.556,0.1,1.0,1.1,0.5,0.2,0.1,0.5,0.6,3.1
577,Brandon Williams\willibr03,PG,22,POR,11,5,23.7,4.5,10.8,.420,1.2,3.7,.317,3.4,7.1,.474,.475,3.1,4.8,.642,0.5,2.5,3.0,2.4,0.6,0.5,2.3,2.0,13.4
578,Grant Williams\willigr01,PF,23,BOS,65,16,23.7,2.6,5.3,.484,1.4,3.4,.425,1.1,1.9,.589,.620,0.9,1.0,.924,0.8,2.6,3.4,1.0,0.5,0.7,0.8,2.3,7.5
579,Kenrich Williams\willike04,SF,27,OKC,49,0,21.9,3.0,6.5,.461,0.8,2.5,.339,2.1,4.0,.536,.525,0.6,1.1,.545,1.5,3.0,4.5,2.2,0.9,0.2,0.9,1.7,7.4
580,Lou Williams\willilo02,PG,35,ATL,49,0,14.4,2.3,5.8,.402,0.7,1.9,.347,1.7,3.9,.429,.460,1.1,1.3,.875,0.3,1.2,1.5,1.9,0.5,0.1,0.7,0.9,6.5
581,Patrick Williams\willipa01,PF,20,CHI,5,5,25.0,2.6,4.6,.565,0.6,1.2,.500,2.0,3.4,.588,.630,0.8,0.8,1.000,0.2,2.0,2.2,0.6,0.6,0.4,0.4,1.8,6.6
582,Robert Williams\williro04,C,24,BOS,57,57,30.0,4.4,6.1,.729,0.0,0.0,.000,4.4,6.1,.731,.729,1.1,1.6,.719,4.0,5.8,9.7,2.0,0.9,2.2,1.1,2.2,10.0
583,Ziaire Williams\willizi02,SF,20,MEM,50,27,21.6,3.0,6.6,.456,1.2,3.8,.317,1.8,2.8,.641,.547,0.5,0.6,.781,0.4,1.6,2.0,0.9,0.5,0.2,0.6,1.9,7.7
584,D.J. Wilson\wilsodj01,PF,25,TOR,4,1,13.5,2.8,3.8,.733,0.0,0.5,.000,2.8,3.3,.846,.733,2.0,2.5,.800,0.3,3.8,4.0,1.3,1.3,0.3,0.5,1.5,7.5
585,Dylan Windler\windldy01,SF,25,CLE,40,0,9.3,0.8,2.0,.407,0.5,1.5,.362,0.3,0.6,.522,.537,0.2,0.2,.778,0.5,1.3,1.8,0.7,0.3,0.1,0.4,1.0,2.4
586,Justise Winslow\winslju01,SF,25,TOT,45,8,15.7,2.2,5.0,.444,0.3,1.3,.237,1.9,3.7,.518,.476,0.8,1.3,.614,1.0,3.2,4.1,1.7,0.7,0.5,1.0,1.4,5.5
586,Justise Winslow\winslju01,SF,25,LAC,37,1,12.9,1.7,3.8,.447,0.1,0.8,.172,1.6,3.0,.518,.465,0.7,1.1,.610,0.8,2.8,3.6,1.4,0.6,0.5,1.0,1.2,4.2
586,Justise Winslow\winslju01,SF,25,POR,8,7,28.6,4.6,10.5,.440,1.1,3.8,.300,3.5,6.8,.519,.494,1.3,2.0,.625,1.6,5.0,6.6,3.0,1.3,0.6,1.0,2.3,11.6
587,Cassius Winston\winstca01,PG,23,WAS,5,0,5.4,0.6,1.2,.500,0.4,1.0,.400,0.2,0.2,1.000,.667,0.4,0.4,1.000,0.0,0.0,0.0,1.0,0.0,0.0,0.2,1.4,2.0
588,Christian Wood\woodch01,C,26,HOU,62,61,31.0,6.4,13.1,.491,1.8,4.9,.376,4.6,8.2,.559,.561,3.0,5.0,.612,1.8,8.4,10.1,2.2,0.8,1.0,1.8,2.5,17.7
589,Robert Woodard II\woodaro01,SF,22,SAC,12,0,3.5,0.2,1.3,.125,0.1,0.3,.250,0.1,1.0,.083,.156,0.2,0.2,1.000,0.4,0.5,0.9,0.3,0.1,0.1,0.1,0.3,0.6
590,Delon Wright\wrighde01,SG,29,ATL,64,6,18.0,1.5,3.4,.438,0.5,1.4,.348,1.0,2.0,.500,.509,0.7,0.8,.849,0.6,2.2,2.8,2.3,1.0,0.2,0.6,0.7,4.2
591,McKinley Wright IV\wrighmc01,PG,23,MIN,3,0,3.0,0.7,1.0,.667,0.3,0.7,.500,0.3,0.3,1.000,.833,0.0,0.0,,0.0,0.0,0.0,0.3,0.0,0.0,0.3,0.3,1.7
592,Moses Wright\wrighmo01,PF,23,LAC,1,0,1.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
593,Thaddeus Young\youngth01,PF,33,TOT,39,1,15.5,2.7,5.2,.530,0.2,0.6,.364,2.5,4.6,.550,.550,0.4,0.9,.405,1.6,2.3,3.9,2.0,0.9,0.3,1.1,1.6,6.1
593,Thaddeus Young\youngth01,PF,33,SAS,26,1,14.2,2.8,4.9,.578,0.0,0.2,.000,2.8,4.7,.602,.578,0.4,0.8,.455,1.5,2.0,3.6,2.3,0.9,0.3,1.2,1.5,6.1
593,Thaddeus Young\youngth01,PF,33,TOR,13,0,17.9,2.5,5.7,.446,0.6,1.3,.471,1.9,4.4,.439,.500,0.4,1.2,.333,1.6,2.8,4.5,1.5,1.0,0.3,1.0,1.8,6.1
594,Trae Young\youngtr01,PG,23,ATL,64,64,34.9,9.3,20.4,.456,3.0,7.8,.380,6.4,12.6,.504,.529,6.5,7.2,.900,0.6,3.2,3.8,9.5,1.0,0.1,4.0,1.6,28.0
595,Omer Yurtseven\yurtsom01,C,23,MIA,49,11,12.8,2.5,4.5,.545,0.0,0.1,.143,2.4,4.4,.558,.547,0.7,1.2,.632,1.5,3.9,5.4,0.9,0.3,0.4,0.8,1.6,5.7
596,Cody Zeller\zelleco01,C,29,POR,27,0,13.1,1.9,3.3,.567,0.0,0.1,.000,1.9,3.2,.593,.567,1.4,1.8,.776,1.9,2.8,4.6,0.8,0.3,0.2,0.7,2.1,5.2
597,Ivica Zubac\zubaciv01,C,24,LAC,66,66,24.6,4.0,6.3,.630,0.0,0.0,,4.0,6.3,.630,.630,2.3,3.1,.730,2.8,5.7,8.5,1.5,0.5,1.0,1.6,2.6,10.3
